   879  0.764602E+00  -.209188E+01  -.105519E+01  0.279718E+02
   880  0.764602E+00  -.209188E+01  -.105519E+01  0.279718E+02
   881  0.764602E+00  -.209188E+01  -.105519E+01  0.279718E+02
   882  0.764602E+00  -.209188E+01  -.105519E+01  0.279718E+02
   890  0.764601E+00  -.209188E+01  -.105519E+01  0.279718E+02
   958  0.764594E+00  -.209188E+01  -.105519E+01  0.279718E+02
   963  0.764595E+00  -.209188E+01  -.105519E+01  0.279718E+02
   966  0.764535E+00  -.209192E+01  -.105517E+01  0.279717E+02
   967  0.764540E+00  -.209192E+01  -.105518E+01  0.279717E+02
   968  0.764496E+00  -.209195E+01  -.105517E+01  0.279716E+02
   969  0.764461E+00  -.209198E+01  -.105516E+01  0.279716E+02
   970  0.764434E+00  -.209200E+01  -.105516E+01  0.279716E+02
   971  0.764413E+00  -.209201E+01  -.105515E+01  0.279716E+02
   972  0.764396E+00  -.209203E+01  -.105515E+01  0.279716E+02
   973  0.764382E+00  -.209204E+01  -.105515E+01  0.279716E+02
   974  0.764372E+00  -.209204E+01  -.105514E+01  0.279715E+02
   975  0.764364E+00  -.209205E+01  -.105514E+01  0.279715E+02
   976  0.764357E+00  -.209205E+01  -.105514E+01  0.279715E+02
   977  0.764352E+00  -.209206E+01  -.105514E+01  0.279715E+02
   979  0.764347E+00  -.209206E+01  -.105514E+01  0.279715E+02
   980  0.764346E+00  -.209206E+01  -.105514E+01  0.279715E+02
   981  0.764346E+00  -.209206E+01  -.105514E+01  0.279715E+02
   982  0.764346E+00  -.209206E+01  -.105514E+01  0.279715E+02
   983  0.764345E+00  -.209206E+01  -.105514E+01  0.279715E+02
   985  0.764345E+00  -.209206E+01  -.105514E+01  0.279715E+02
  1002  0.764345E+00  -.209206E+01  -.105514E+01  0.279715E+02
  1010  0.764345E+00  -.209206E+01  -.105514E+01  0.279715E+02
  1019  0.764345E+00  -.209206E+01  -.105514E+01  0.279715E+02
  1023  0.764343E+00  -.209206E+01  -.105514E+01  0.279715E+02
  1030  0.764343E+00  -.209206E+01  -.105514E+01  0.279715E+02
  1052  0.764343E+00  -.209206E+01  -.105514E+01  0.279715E+02
  1062  0.764343E+00  -.209206E+01  -.105514E+01  0.279715E+02
  1084  0.764343E+00  -.209206E+01  -.105514E+01  0.279715E+02
  1125  0.764343E+00  -.209206E+01  -.105514E+01  0.279715E+02
  1154  0.764343E+00  -.209206E+01  -.105514E+01  0.279715E+02
